Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
3825,"Vaginal discharge test","","Vaginal discharge test","","","LabSet","N/A","Super User","Super User"
3826,"Acné inflammatoire","","Acné inflammatoire
Inflammatory acne","","","Diagnosis","N/A","Super User","Super User"
3827,"Salle de médecine","","Salle de médecine
Medical ward","","","Misc","N/A","Super User","Super User"
3828,"Salle Pediatrie","","HÔPITAL, PÉDIATRIE
Pediatric ward
HOSPITAL, PEDIATRICS
HOPITAL, SALLE DE PEDIATRIE
Inpatient pediatrics
Salle Pediatrie","","","Misc","N/A","Super User","Super User"
3829,"Clinique de planification familiale","","Clinique de planification familiale
Family planning clinic","","","Misc","N/A","Super User","Super User"
3830,"Salle de maternité","","Maternity ward
Ob/Gyn ward
Salle de maternité
HOPITAL, SALLE DE MATERNITE","","","Misc","N/A","Super User","Super User"
3831,"Date de test du vih","","Date de test du vih
HIV test date","","","Question","Date","Super User","Super User"
3832,"Pas de partenaire","","No partner
Pas de partenaire","","","Misc","N/A","Super User","Super User"
3833,"Patnè refere pou tès VIH","","Patnè refere pou tès VIH
Partner referred for HIV test
Partenaire referré pour test VIH","Non
Endetemine
Wi
Wi
Pas de partenaire
Enkoni
Non","","Question","Coded","Super User","Super User"
3834,"Dat li sipoze akouche","Date probable d'accouchement","Expected delivery date
DPA
EDC
DPA
Dat li sipoze akouche
EDD
tarehe iliyo kadiriwa kuwa ya mwisho
Estimated date of confinement
EST_DELIV_DATE
Expected date of confinement
Estimated due date
Date probable d'accouchement","","","Question","Date","Super User","Super User"
3835,"Name of external transfer location","","Name of external transfer location","","","Question","Text","Super User","Super User"
3836,"Family planning construct","","Family planning construct","","Méthode de planification familiale","ConvSet","N/A","Super User","Super User"
3837,"COMMENTAIRE SUR ASSISTANCE SOCIOÉCONOMIQUE","","ASSISTANCE SOCIOÉCONOMIQUE
COMMENTAIRE SUR ASSISTANCE SOCIOÉCONOMIQUE
Socio-economic assistance comment","","","Question","Text","Super User","Super User"
3838,"Aide nutritionnelle","","Nutritional assistance
Aide nutritionnelle","","","Misc","N/A","Super User","Super User"
3839,"Aide pour le transport","","Aide pour le transport
Assistance with transport
Transport assistance","","","Misc","N/A","Super User","Super User"
3840,"ASSISTANCE SOCIO-ÉCONOMIQUE RECOMMANDÉE","","ASSISTANCE SOCIO-ÉCONOMIQUE RECOMMANDÉE
Socio-economic assistance recommended","Lojman èd
Aide nutritionnelle
Lòt
Èd finansye
Èd pou lekòl
Aide pour le transport","","Question","Coded","Super User","Super User"
3841,"ASSISTANCE SOCIO-ÉCONOMIQUE DÉJA REÇUE","","Socio-economic assistance received
ASSISTANCE SOCIO-ÉCONOMIQUE DÉJA REÇUE","Lòt
Lojman èd
Èd pou lekòl
Aide nutritionnelle
Èd finansye
Aide pour le transport","","Question","Coded","Super User","Super User"
3842,"construction d'assistance socio-économique","","Socio-economic assistance construct
ASSISTANCE SOCIO-ÉCONOMIQUE CONSTRUCT
construction d'assistance socio-économique","","COMMENTAIRE SUR ASSISTANCE SOCIOÉCONOMIQUE
ASSISTANCE SOCIO-ÉCONOMIQUE DÉJA REÇUE
ASSISTANCE SOCIO-ÉCONOMIQUE RECOMMANDÉE
Autre assistance socio-économique (texte)","ConvSet","N/A","Super User","Super User"
3843,"Commentaires à la fin de l'examen","","Comments at conclusion of examination
Commentaires à la fin de l'examen","","","Question","Text","Super User","Super User"
3844,"Commentaire de planification familiale","","Commentaire de planification familiale
Family planning comment","","","Question","Text","Super User","Super User"
3845,"TDF+3TC+LPV/r","","Tenofovir Lamivudine Lopinavir Ritonavir
TDF+3TC+LPV/r
Tenofovir Lamivudine Lopinavir Ritonavir
TDF+3TC+LPV/r","","","Drug","N/A","Super User","Super User"
3846,"TDF+3TC+NVP","","TDF+3TC+NVP
Lamivudine / Nevirapine / Tenofovir
Tenofovir Lamivudine Nevirapine
Tenofovir Lamivudine Nevirapine
Lesotho regimen 1e
3TC/NVP/TDF
TDF+3TC+NVP","","","Drug","N/A","Super User","Super User"
3847,"TDF+3TC+EFV","","Tenofovir Lamivudine Efavirenz
Lesotho regimen 1f
Lamivudine / Efavirenz / Tenofovir
TDF+3TC+EFV
Tenofovir Lamivudine Efavirenz
TDF+3TC+EFV","","","Drug","N/A","Super User","Super User"
3848,"TDF+3TC+ATV/r","","TDF+3TC+ATV/r
Tenofovir Lamivudine Atazanavir Ritonavir
TDF+3TC+ATV/r
Tenofovir Lamivudine Atazanavir Ritonavir","","","Drug","N/A","Super User","Super User"
3849,"AZT+3TC+EFV","","Zidovudine / Lamivudine / Efavirenz
AZT+3TC+EFV
Lesotho regimen 1d
AZT+3TC+EFV
Zidovudine Lamivudine Éfavirenz
Zidovudine Lamivudine Efavirenz","","","Drug","N/A","Super User","Super User"
3850,"Après avoir trouve un accompagnateur et après formation","","After education and/or assigning CHW
After education and/or assigning community health worker
Après avoir trouve un accompagnateur et après formation","","","Misc","N/A","Super User","Super User"
3851,"Traitement déjà en cours","","Current treatment
Traitement déjà en cours
Currently undergoing treatment","","","Misc","N/A","Super User","Super User"
3852,"Date de début des ARVs","","Date de début des antirétroviraux
Date antiretrovitals started
Date de début des ARVs
ARV start date","","","Question","Date","Super User","Super User"
3853,"ART pour la PTME","","ARV for PMTCT
Start ARV for PMTCT
Antirétroviraux pour la prévention de transmission mère-enfant
ART pour la PTME
Antiretroviral therapy for Prevention of Maternal to Child Transmission","Wi
Non","","Question","Coded","Super User","Super User"
3854,"Pénicilliose","","Пенициллоз
Pénicilliose
penicillose
Penicillosis","","","Diagnosis","N/A","Super User","Super User"
3855,"Diarrhée bactérienne","","Bacterial diarrhea
Bacterial gastroenteritis
Other bacterial intestinal infections
Gastro-entérite bactérienne
Diarrhée bactérienne","","","Diagnosis","N/A","Super User","Super User"
3856,"Malaria célébral","","Malaria célébral
Sốt rét thể não
Malaria cerebral
cerebrale malaria
paludismo cerebral
malaria ya kichwani
Cerebral Malaria","","","Diagnosis","N/A","Super User","Super User"
3857,"Menenjit tibekiloz","","Méningite tuberculeuse
meningitis tuberculosa
tuberculeuze meningitis
Туберкулезный менингит (G01*)
Menenjit tibekiloz
Tuberculous Meningitis","","","Diagnosis","N/A","Super User","Super User"
3858,"Pneumocystose","","Pneumocystosis
Пневмоцистоз
Bệnh nấm Pneumocystosis
Pneumocystose
neumocistosis","","","Diagnosis","N/A","Super User","Super User"
3859,"Neurosyphilis","","Neurosyphilis
neurosífilis
Neurosyphilis
Giang mai thần kinh
neurosyfilis","","","Diagnosis","N/A","Super User","Super User"
3860,"Diarrhée parasitaire","","Amoebic dysentry
Parasitic diarrhea
Amoebic diarrhea
Diarrhée parasitaire","","","Diagnosis","N/A","Super User","Super User"
3861,"Entérite","","Entérite
Enteritis
enteritis
Inflammation of Small Intestine","","","Diagnosis","N/A","Super User","Super User"
3862,"Méningite à cryptocoques","","Cryptococcose cérébro-méningée
cryptokokken meningitis
Méningite à cryptocoques
Cryptococcal meningitis
meningitis por criptococos","","","Diagnosis","N/A","Super User","Super User"
3863,"Condylome","","Condyloma
Condylome
anogenitale wrat","","","Diagnosis","N/A","Super User","Super User"
3864,"Cardiomyopathie VIH","","Cardiomyopathie, du VIH
Cardiomyopathie, du VIH
HIV cardiomyopathy
Cardiomyopathie VIH
Cardiomyopathie VIH
Cardiomyopathy due to HIV","","","Diagnosis","N/A","Super User","Super User"
3865,"Dysenterie bacillaire","","disentería basilar
Dysentery bacilliary
bacillaire dysenterie
kuarisha damu/ kichocho
Bacillary Dysentery
Dysenterie bacillaire","","","Diagnosis","N/A","Super User","Super User"
3866,"Infection due to Mycobacterium Avium","","MAC (mycobacterium avium complex)
Infection due to Mycobacterium Avium
infectie door Mycobacterium avium
mycobacterium avium complex
infección por Mycobacterium avium
MAI (mycobacterium avium intracellulare)","","","Diagnosis","N/A","Super User","Super User"
3867,"Opportunistic infection diagnoses","","HUM OI diagnoses
HIV and opportunistic infection diagnoses
HUM opportunistic infection diagnoses
Opportunistic infection diagnoses","","Entérite
Tuberculose
Tuberculose pulmonaire
Neurosyphilis
Pénicilliose
Tuberculose extra-pulmonaire
Pneumonie bactérienne
Méningite à cryptocoques
Menenjit tibekiloz
Fièvre Typhoïde
Dysenterie bacillaire
Malaria célébral
Candidose
Infection due to Mycobacterium Avium
Condylome
Candidose buccale
Kandidose esofaj
Candidose vaginale
Diarrhée
Diarrhée parasitaire
Diarrhée bactérienne
Méningite bactérienne
Prurigo nodulaire
Zona
Sarcome de Kaposi
ansefalit ak VIH
Encéphalopathie
Dépression
Psychose
Anxiété
Leishmaniose
Isosporose
Perte de poids
Infection au cytomegalovirus
Cardiomyopathie VIH
Cardiomyopathie
Phase VIH - Stomatite virus herpes simplex
Encéphalite présumée due au VIH
Toxoplasmose
Estad VIH - Lemfom sevo
Maladie inflammatoire pelvienne
Gonorrhée
Trichomonase
Ecoulement urétral
Infection à herpes simplex
Pneumocystose
Gratèl","ConvSet","N/A","Super User","Super User"
3868,"ATT DEFAULT ATTACHMENT","","VDUI PATIENT DOCUMENT
ATT DEFAULT ATTACHMENT","","","Question","Complex","Super User","Super User"
3869,"ATT IMAGE ATTACHMENT","","VDUI PATIENT IMAGE
ATT IMAGE ATTACHMENT","","","Question","Complex","Super User","Super User"
3870,"Sickle cell diagnosis set","","Sickle cell diagnosis set","","Anemie falciform
Anémie à hématies falciformes avec crises
Anémie à hématies falciformes sans crises
Syndrome thoracique aigu
Séquestration splénique","ConvSet","N/A","Super User","Super User"
3871,"Heart failure diagnosis set","","Heart failure diagnosis set","","Isolé insuffisance cardiaque droite
Défaut de l'atrial septal
Cardiomyopathie alcoolique
Cardiomyopathie idiopathique
Cardiomyopathie du péripartum
Cardiopathie congénitale
Fibrose endomyocardique
Insuffisance Cardiaque
Cardiopathie hypertensive
Maladie péricardique
Cardiopathie rhumatismale
Maladie valvulaire rhumatismale de l’endocarde
Cardiopathie rhumatismale, sténose mitrale
Cardiomyopathie
Tétralogie de Fallot
Défaut du septum ventriculaire","ConvSet","N/A","Super User","Super User"
3872,"Respiratory diagnosis set","","Respiratory diagnosis set","","Asthme
Asthme persistant léger
Asthme persistant modéré
Asthme persistant sévère
Asthme intermittent légère
Bronchectasie
BPCO","ConvSet","N/A","Super User","Super User"
3873,"Hypertension diagnosis set","","Hypertension diagnosis set","","Élévation de la tension artérielle
Hypertension essentielle","ConvSet","N/A","Super User","Super User"
3874,"Renal disease diagnosis set","","Renal disease diagnosis set","","Syndrome nephrotique
Insuffisance rénale chronique
Insuffisance rénale","ConvSet","N/A","Super User","Super User"
3875,"Diabetes diagnosis set","","Diabetes diagnosis set","","Diabète
Diabetes sucre, type 1
Diabète de type 2
Hyperglycémie","ConvSet","N/A","Super User","Super User"
3876,"Acidose lactique","","Acidose lactique
МОЛОЧНОКИСЛОГО АЦИДОЗА
acidosis láctica
Nhiễm acid lactic
Lactic acidosis","","","Diagnosis","N/A","Super User","Super User"
3877,"Bon","","Good
Bon","","","Misc","N/A","Super User","Super User"
3878,"Détérioration","","Détérioration
Deterioration","","","Misc","N/A","Super User","Super User"
3879,"Satisfaisant","","Satisfactory
Satisfaisant","","","Misc","N/A","Super User","Super User"
3880,"Progrès clinique","","Progress
Overall condition
Progrès clinique","pa chanje
Détérioration
Satisfaisant
Bon","","Finding","Coded","Super User","Super User"
3881,"Effets secondaires","","Adverse events
Adverse effect
Adverse secondary reaction
Effets secondaires
AE
EFFETS SECONDAIRES
Secondary effects","","","Question","Coded","Super User","Super User"
3882,"Adverse effect date","","Adverse effect date
AE_DATE","","","Symptom/Finding","Date","Super User","Super User"
3883,"Médicament à effet indésirable","","Médicament à effet indésirable
Adverse effect medication
AE_MED","","","Question","Coded","Super User","Super User"
3884,"Adverse effect construct","","Adverse effect construct","","Médicament à effet indésirable
Effets secondaires
Adverse effect date
Gravite nan reyaksyon kontrè","ConvSet","N/A","Super User","Super User"
3885,"MNT Programme","","MNT Programme
NCD Program","","","Program","N/A","Super User","Super User"
3886,"Outcome","","Outcome
Generic outcome
Basic outcome","Pasyan mouri
Perdu au suivi
Traitement arrêté
Malad transfere","","Workflow","Coded","Super User","Super User"
3887,"Complication","","Complication
Complication","","","Misc","N/A","Super User","Super User"
3888,"Not controlled","","Unstable
Not controlled","","","Misc","N/A","Super User","Super User"
3889,"Controlled","","Stable
Controlled","","","Misc","N/A","Super User","Super User"
3890,"NCD clinical status","","NCD clinical status","Complication
Controlled
Not controlled","","Workflow","Coded","Super User","Super User"
3891,"NCD program workflow set","","NCD program workflow set","","MNT Programme
Outcome
NCD clinical status","ConvSet","N/A","Super User","Super User"
3892,"Lidocaine / Prilocaine","","Oraqix
EMLA
Lidocaine / Prilocaine","","","Drug","N/A","Super User","Super User"
3893,"Paraffine","","Paraffine
Paraffin","","","Drug","N/A","Super User","Super User"
3894,"Ciclopiroxolamin","","Ciclopiroxolamin
CICLOPIROX OLAMINE","","","Drug","N/A","Super User","Super User"
3895,"Terbinafine hydrochloride","","Terbinafine hydrochloride","","","Drug","N/A","Super User","Super User"
3896,"Tretinoin","","Renova
Avita
Vesanoid
Retin A Micro Gel
Retin-A
Retin-A Forte
Tretinoin
Retin-A MICRO brand of tretinoin
Vesanold
Altinac
Tretin X
Renova brand of tretinoin","","","Drug","N/A","Super User","Super User"
3897,"Clobetasol propionate","","Clobetasol propionate","","","Drug","N/A","Super User","Super User"
3898,"Benzoyl peroxide","","Face Up #3
Brevoxyl
Benzac W
Ance 10
Benoxyl
Benzashave 10
Peroxin A
Acne-10
Clear By Design
PanOxyl 5
Clinac BPO
Benziq Wash
Acnigel
Desquam-X Wash
Acne brand of benozyl peroxide
Desquam-E
Oxy-10
Benzagelwash
Benzagel Wash (obsolete)
Fostex Bar 10%
Ethexderm BPW 5
Triaz Cleanser
Benzac
Ben-Aqua
Desquam-X
Clearskin
Face Up #2
Fostex Gel 10%
Benzac AC
Desquam-X 5
Oscion
Neutrogena On Spot Acne Treatment
NeoBenz Micro
Theraderm
Zoderm
Benzoyl peroxide
Persa-Gel W
Desquam-X 10
10 Benzagel
PanOxyl
Benziq
Acnegel Forte
Benziq LS
Oxy Vanishing Gel
Acne-Clear
Benzagel-5
Binora
Lavoclen
Zaclir
Del-Aqua
Qualitest
5 Benzagel
Acne-5
Ethexderm BPW 10
Neutrogena Acne Mask
Benzashave 5
Theroxide
Peroxin A 10
Loroxide
PanOxyl 10
Brevoxyl Creamy Wash
Clearplex
Triaz
Persa-Gel
Acetoxyl
Fostex Wash 10%
4 Face Up
Benoxyl 5
Vanoxide
Acne Medication
Zeroxin
Benzie Pak
Acnegel
Oxy 10
Seba-Gel
Oxy Balance
Benoxyl 10
Acnecide
Acne Treatment
Benzagel Wash
Benzagel-10
PanOxyl AQ","","","Drug","N/A","Super User","Super User"
3899,"Bicyclette","","Bicycle
Bicyclette
Vélo","","","Misc","N/A","Super User","Super User"
3900,"Cheval ou dos d'âne","","Horse or donkey
Cheval ou dos d'âne","","","Misc","N/A","Super User","Super User"
3901,"Voiture","","Voiture
Automobile
Car","","","Misc","N/A","Super User","Super User"
3902,"Minibus","","Minibus
Minibus","","","Finding","N/A","Super User","Super User"
3903,"Brancard","","Grabat brancard
Brancard
Stretcher","","","Misc","N/A","Super User","Super User"
3904,"Comment es-ce que le patient a voyagé à la clinique","mode de la transportation","mode de la transportation
PAR QUEL MODE DE TRANSPORTATION LE PATIENT EST-IL VENU A LA CLINIQUE
Comment es-ce que le patient a voyagé à la clinique
Travel mode
Method of transportation","Lòt
Minibus
Marche
Voiture
Bicyclette
Brancard
Cheval ou dos d'âne
Motosiklèt","","Question","Coded","Super User","Super User"
3905,"<30 minutes","","Less than 30 minutes
< 30 minutes
MOINS DE TRENTE MINUTES
<30 minutes","","","Misc","N/A","Super User","Super User"
3906,"Plus de 3 heures","","Plus de 3 heures
More than 3 hours","","","Misc","N/A","Super User","Super User"
3907,"30 à 60 minutes","","30 to 60 minutes
30 à 60 minutes
30 - 60 minutes","","","Misc","N/A","Super User","Super User"
3908,"1 à 2 heures","","1 à 2 heures
60-120 MIN
1 to 2 hours","","","Misc","N/A","Super User","Super User"
3909,"2 à 3 heures","","2 to 3 hours
2 à 3 heures","","","Misc","N/A","Super User","Super User"
3910,"TEMPS DE DÉPLACEMENT Á LA CLINIQUE","","Clinic travel time (coded)
TEMPS DE DÉPLACEMENT Á LA CLINIQUE
Travel time","Plus de 3 heures
<30 minutes
1 à 2 heures
2 à 3 heures
30 à 60 minutes","","Question","Coded","Super User","Super User"
3911,"Èd finansye","","Aide financière
Financial aid
Èd finansye","","","Misc","N/A","Super User","Super User"
3912,"Lojman èd","","Aide au logement
Lojman èd
Housing assistance","","","Misc","N/A","Super User","Super User"
3913,"Èd pou lekòl","","Èd pou lekòl
School assistance
Aide scolaire","","","Misc","N/A","Super User","Super User"
3914,"Health worker exposed to blood or body fluid","","Clinical staff exposed to blood or body fluid
Health worker exposed to blood or body fluid","","","Finding","N/A","Super User","Super User"
3915,"HIV test construct","","HIV test construct","","Date de test du vih
Test rapide VIH, qualitatif
HIV test result received date","ConvSet","N/A","Super User","Super User"
3916,"Service TB (TB confirmé)","","Tuberculosis clinic when TB confirmed
TB service when TB confirmed
Service TB (TB confirmé)","","","Misc","N/A","Super User","Super User"
3917,"Mère enceinte VIH+","","Mère enceinte VIH+
HIV+ pregnant mother","","","Misc","N/A","Super User","Super User"
3918,"Autre site (test de confirmation)","","Autre site (test de confirmation)
Other VCT site","","","Misc","N/A","Super User","Super User"
3919,"Service TB (TB non confirmé)","","TB service when TB not confirmed
Service TB (TB non confirmé)
Tuberculosis clinic when TB not confirmed","","","Misc","N/A","Super User","Super User"
3920,"Autre site (non accès au CDV)","","Other site without VCT
Autre site (non accès au CDV)","","","Misc","N/A","Super User","Super User"
3921,"Source of patient referral","","Source of patient referral","Service TB (TB confirmé)
Partenaire ou époux
Mère enceinte VIH+
Autre site (test de confirmation)
Service TB (TB non confirmé)
Autre site (non accès au CDV)","","Question","Coded","Super User","Super User"
3922,"RPR test construct","","RPR test construct","","DATE DE TEST DE LABORATOIRE
Réagine Rapide
Date of test results","ConvSet","N/A","Super User","Super User"
3923,"Reports risky sexual activity","","Reports risky sexual activity","","","Misc","N/A","Super User","Super User"
3924,"Wants to know test results","","Patient desires results of test
Wants to know test results","","","Misc","N/A","Super User","Super User"
3925,"Referral","","Referral
Patient referral","","","Misc","N/A","Super User","Super User"
3926,"Request by clinician","","Request by clinician","","","Misc","N/A","Super User","Super User"
3927,"Category of HIV screening","","Category of HIV screening","Maladie sexuellement transmise (MST)
Référence partenaires et familles
Sur recommandation du prestataire
Lòt
Viktim kadejak
Reports risky sexual activity
Population à risque élevé
Aksidan ekspoze a san oswa likid kò
Wants to know test results
Referral","","Question","Coded","Super User","Super User"
3928,"Date of TB test","","Date of tuberculosis test
Date of TB test","","","Question","Date","Super User","Super User"
3929,"Date of post-test counseling","","Date of post-test counseling","","","Question","Date","Super User","Super User"
3930,"Violence physique et/ou émotionnelle","","Physical or emotional violence
Violence physique et/ou émotionnelle","","","Diagnosis","N/A","Super User","Super User"
3931,"RPR drug start date","","RPR drug start date","","","Question","Date","Super User","Super User"
3932,"Start date of HIV drug for sexual assault","","Start date of HIV drug for sexual assault","","","Question","Date","Super User","Super User"
3933,"Start date of HIV drug for blood exposure","","Start date of HIV drug for blood exposure","","","Question","Date","Super User","Super User"
3934,"Sex avec personne qui s’injecte la drogue","","Sex avec personne qui s’injecte la drogue
Sex with injectable drug user","","","Finding","N/A","Super User","Super User"
3935,"Reason for HIV screening note (coded)","","Reason for HIV screening note (coded)","Rapò seksyèl san pwoteksyon
Anal intercourse
Activité sexuelle sans condom
Rezilta tes VIH patne
Drog nan venn
Sex avec personne qui s’injecte la drogue
Health worker exposed to blood or body fluid
Marye
Plusye patne seksyel
Male who has sex with men
Bouzen
Seks ak yon mounn VIH+
nan prizon
Cas contacts ou index
Transgenre
Pran san
Aksidan ekspoze a san oswa likid kò
Istwa ist
Source of patient referral
Test de vérification
Test de confirmation
Fe bagay ak bouzen
Activités sexuelles avec professionnels de sexe sans condom
History of syphilis
Lòt","","Question","Coded","Super User","Super User"
3936,"Date référence service prise en charge VIH","","Date referred to HIV service
Date référence service prise en charge VIH","","","Question","Date","Super User","Super User"
3937,"RPR drug end date","","RPR drug stop date
RPR drug end date","","","Question","Date","Super User","Super User"
3938,"Évaluation TB","","Évaluation de la tuberculose
Évaluation TB
TB evaluation
Tuberculosis evaluation","Wi","","Question","Coded","Super User","Super User"
3939,"Transition","","Transition
Transition","","","State","N/A","Super User","Super User"
3940,"ACTIVITÉ PRIMAIRE AVANT LA MALADIE","","Main daily activities before illness
ACTIVITÉ PRIMAIRE AVANT LA MALADIE
Primary activity before sickness","","","Question","Text","Super User","Super User"
3941,"Ability to perform main daily activity since illness","","Ability to perform main daily activity since illness","","","Question","Text","Super User","Super User"
3942,"OFATMA","","OFATMA
OFATMA
OFATMA","","","Misc","N/A","Super User","Super User"
3943,"Beyond detectable limit","","Beyond detectable limit
Beyond detectable limit","","","Misc","N/A","Super User","Super User"
3944,"HIV viral load, qualitative","","HIV viral load, qualitative
HIV viral load, qualitative","Echantiyon kalite pòv
Non-détecté
Beyond detectable limit
detekte","","Test","Coded","Super User","Super User"
3945,"Detectable lower limit","","Detectable lower limit
Detectable lower limit","","","Misc","Numeric","Super User","Super User"
3946,"HIV viral load construct","","HIV viral load construct
HIV viral load construct","","Specimen number
Charge virale VIH
HIV viral load, qualitative
Detectable lower limit","ConvSet","N/A","Super User","Super User"
3947,"Tenofovir, Lamivudine and Dolutegravir","","TDF-3TC-DTG
Tenofovir, Lamivudine and Dolutegravir","","","Drug","N/A","Super User","Super User"
3948,"Dolutegravir","","DTG
Dolutegravir","","","Drug","N/A","Super User","Super User"
3949,"Victim de la violence basée sur le genre","","Gender-based violence
Violence basée sur le genre
Victim of gender-based violence
Victim de la violence basée sur le genre
Victim of GBV","","","Finding","N/A","Super User","Super User"
3950,"","","","","","Finding","N/A","Super User","Super User"
3951,"Confirmation de partenaire VIH+","","Partner confirmed HIV+
Confirmed partner HIV+ status
Confirmation de partenaire VIH+","","","Misc","N/A","Super User","Super User"
3952,"Référence partenaires et familles","","Reference by partners and family
Référence partenaires et familles","","","Misc","N/A","Super User","Super User"
3953,"Orphelin","","Orphan and vulnerable child
Orphan
Orphelins et enfants vulnérables
Orphelin","","","Misc","N/A","Super User","Super User"
3954,"Service IST","","Sexually transmitted infection program
STI service
Programme d'infections sexuellement transmissibles
Service IST","","","Misc","N/A","Super User","Super User"
3955,"Sur recommandation du prestataire","","Screening on recommendation of provider
Provider recommending HIV screening
Sur recommandation du prestataire","Malnutrition
Lòt
Pasyan entène
Orphelin
Pedyatri
Urgence
Service TB (TB confirmé)
Service TB (TB non confirmé)
Service IST","","Question","Coded","Super User","Super User"
3956,"Population à risque élevé","","High risk populations
Population à risque élevé","","","Question","Coded","Super User","Super User"
3957,"Activité sexuelle sans condom","","Sexual activity without condom
Activité sexuelle sans condom","","","Finding","N/A","Super User","Super User"
3958,"Cas contacts ou index","","Cas contacts ou index
Contact or index case
Index case
Cas index","","","Misc","N/A","Super User","Super User"
3959,"Transgenre","","Transgender
Transgenre
Personne transgenre","","","Misc","N/A","Super User","Super User"
3960,"Test de vérification","","Verification test
Test de vérification","","","Misc","N/A","Super User","Super User"
3961,"Test de confirmation","","Confirmation test
Test de confirmation","","","Misc","N/A","Super User","Super User"
3962,"Activités sexuelles avec professionnels de sexe sans condom","","Sexual activity with sex worker without condom
Activités sexuelles avec professionnels de sexe sans condom","","","Finding","N/A","Super User","Super User"
3963,"TB symptom present","","TB symptom present
Tuberculosis symptom present","","","Question","Coded","Super User","Super User"
3964,"TB symptom absent","","TB symptom absent
Tuberculosis symptom absent","","","Question","Coded","Super User","Super User"
3965,"Toux > a 2 semaines","","Cough > 2 weeks
Toux > a 2 semaines","","","Symptom/Finding","N/A","Super User","Super User"
3966,"Perte de poids > a 3 kg au cours des 4 derniers mois","","Perte de poids > a 3 kg au cours des 4 derniers mois
Weight loss > 3kg within the past 4 months","","","Symptom/Finding","N/A","Super User","Super User"
3967,"Contact récent avec une personne TB active","","Contact récent avec une personne TB active
Recent contact with active TB
Recent contact (< 1 year) with active Tuberculosis
Contact récent (< a 1 an) avec une personne TB active","","","Finding","N/A","Super User","Super User"
3968,"Fièvre et transpirations nocturnes > a 2 semaines","","Fever and night sweats more than 2 weeks
Fièvre et transpirations nocturnes > a 2 semaines
Fever and night sweats > 2 weeks","","","Symptom/Finding","N/A","Super User","Super User"
3969,"Ganglions cervicaux et axillaires douloureux","","Ganglions cervicaux et axillaires douloureux
Painful cervical and axillary lymph nodes","","","Symptom/Finding","N/A","Super User","Super User"
3970,"Symptômes de la tuberculose","","Symptômes de la tuberculose
Tuberculosis symptoms
TB symptoms","","Fièvre et transpirations nocturnes > a 2 semaines
Perte de poids > a 3 kg au cours des 4 derniers mois
Toux > a 2 semaines
Contact récent avec une personne TB active
Ganglions cervicaux et axillaires douloureux","ConvSet","N/A","Super User","Super User"
3971,"Tuberculosis screening set","","TB screening set
Tuberculosis screening set","","Évaluation TB
Symptômes de la tuberculose
TB symptom present
TB symptom absent","ConvSet","N/A","Super User","Super User"
3972,"Lymphadénopathie inguinale","","Inguinal lymphadenopathy
Lymphadénopathie inguinale","","","Diagnosis","N/A","Super User","Super User"
3973,"Lymphadenopathie axillaire","","Axillary lymphadenopathy
Lymphadenopathie axillaire","","","Diagnosis","N/A","Super User","Super User"
3974,"Adénopathie cervicale","","Cervical lymphadenopathy
Lymphadénopathie cervicale
Adénopathie cervicale
Cervical nodes","","","Diagnosis","N/A","Super User","Super User"
3975,"Lymph node exam (text)","","Lymph node exam (text)","","","Question","Text","Super User","Super User"
3976,"Neurological examination (text)","","Neurological examination (text)","","","Question","Text","Super User","Super User"
3977,"Istwa medikal enkoni","","Antécédents médicaux inconnus
Istwa medikal enkoni
Past medical history unknown","","","Finding","N/A","Super User","Super User"
3978,"Contusion des parties molles","","Contusion des parties molles
Contusion of soft tissue
Contusion des parties molles","","","Diagnosis","N/A","Super User","Super User"
3979,"Dysenterie","","Dysentery
Dysenterie
Dysenterie","","","Diagnosis","N/A","Super User","Super User"
3980,"État septique","","Sepsis, clinical
État septique
Septicité
Sepsis
État septique
Septicité","","","Diagnosis","N/A","Super User","Super User"
3981,"Mental Health Program","","Mental Health Program","","","Program","N/A","Super User","Super User"
3982,"Tès Epatit B - Kalitatif","","Hepatitis B test - qualitative
Tès Epatit B - Kalitatif
Test Hépatite B - Qualitative
HEP B TEST - QUAL","negatif
positif
Endetemine
Echantiyon kalite pòv","","Test","Coded","Super User","Super User"
3983,"Date of pre-test counseling","","Date of pre-test counseling","","","Question","Date","Super User","Super User"
3984,"Hepatitis B test construct","","Hepatitis B test construct","","DATE DE TEST DE LABORATOIRE
Tès Epatit B - Kalitatif
Date of test results","ConvSet","N/A","Super User","Super User"
3985,"Première séance de chimiothérapie","","Initial chemotherapy session
Première séance de chimiothérapie","","","Misc","N/A","Super User","Super User"
3986,"Oncology diagnosis","","Oncology diagnosis","","","Misc","N/A","Super User","Super User"
3987,"Oncology treatment","","Oncology treatment","","","Misc","N/A","Super User","Super User"
3988,"Oncology staging","","Oncology staging","","","Misc","N/A","Super User","Super User"
3989,"Initial evaluation","","Initial eval
Initial evaluation
Intake evaluation","","","Misc","N/A","Super User","Super User"
3990,"Type of oncology visit","","Type of oncology visit","Oncology diagnosis
Oncology treatment
Chimyoterapi
Oncology staging
Initial evaluation
Première séance de chimiothérapie","","Question","Coded","Super User","Super User"
3991,"Motosiklèt","","Moto
Motorbike
Motorcycle
Motosiklèt","","","Misc","N/A","Super User","Super User"
